term,type,up_support_days,down_support_days,total_support_days,up_total_days,down_total_days,up_prevalence_pct,down_prevalence_pct,up_minus_down_pp
shares fall,phrase,2,7,9,51,41,3.9215686274509802,17.073170731707318,-13.151602104256337
slowing down,phrase,2,7,9,51,41,3.9215686274509802,17.073170731707318,-13.151602104256337
stock prospects,phrase,2,7,9,51,41,3.9215686274509802,17.073170731707318,-13.151602104256337
the headline,phrase,2,7,9,51,41,3.9215686274509802,17.073170731707318,-13.151602104256337
the white,phrase,2,7,9,51,41,3.9215686274509802,17.073170731707318,-13.151602104256337
yesterday,word,2,7,9,51,41,3.9215686274509802,17.073170731707318,-13.151602104256337
joins,word,23,24,47,51,41,45.09803921568628,58.53658536585366,-13.43854615016738
tech stocks,phrase,23,24,47,51,41,45.09803921568628,58.53658536585366,-13.43854615016738
globe,word,18,20,38,51,41,35.294117647058826,48.78048780487805,-13.486370157819222
in focus,phrase,18,20,38,51,41,35.294117647058826,48.78048780487805,-13.486370157819222
likely,word,18,20,38,51,41,35.294117647058826,48.78048780487805,-13.486370157819222
poised,word,18,20,38,51,41,35.294117647058826,48.78048780487805,-13.486370157819222
takes,word,18,20,38,51,41,35.294117647058826,48.78048780487805,-13.486370157819222
announced the,phrase,13,16,29,51,41,25.49019607843137,39.02439024390244,-13.53419416547107
graphics processing,phrase,13,16,29,51,41,25.49019607843137,39.02439024390244,-13.53419416547107
limited,word,13,16,29,51,41,25.49019607843137,39.02439024390244,-13.53419416547107
media,word,13,16,29,51,41,25.49019607843137,39.02439024390244,-13.53419416547107
opportunities,word,13,16,29,51,41,25.49019607843137,39.02439024390244,-13.53419416547107
sell off,phrase,13,16,29,51,41,25.49019607843137,39.02439024390244,-13.53419416547107
taking,word,13,16,29,51,41,25.49019607843137,39.02439024390244,-13.53419416547107
infrastructure for,phrase,8,12,20,51,41,15.686274509803921,29.26829268292683,-13.582018173122906
introduced,word,8,12,20,51,41,15.686274509803921,29.26829268292683,-13.582018173122906
powers,word,8,12,20,51,41,15.686274509803921,29.26829268292683,-13.582018173122906
reported on,phrase,8,12,20,51,41,15.686274509803921,29.26829268292683,-13.582018173122906
targeting,word,8,12,20,51,41,15.686274509803921,29.26829268292683,-13.582018173122906
architectures,word,3,8,11,51,41,5.882352941176471,19.51219512195122,-13.629842180774748
as tech,phrase,3,8,11,51,41,5.882352941176471,19.51219512195122,-13.629842180774748
center chips,phrase,3,8,11,51,41,5.882352941176471,19.51219512195122,-13.629842180774748
enterprise and,phrase,3,8,11,51,41,5.882352941176471,19.51219512195122,-13.629842180774748
firms to,phrase,3,8,11,51,41,5.882352941176471,19.51219512195122,-13.629842180774748
in india,phrase,3,8,11,51,41,5.882352941176471,19.51219512195122,-13.629842180774748
is due,phrase,3,8,11,51,41,5.882352941176471,19.51219512195122,-13.629842180774748
no longer,phrase,3,8,11,51,41,5.882352941176471,19.51219512195122,-13.629842180774748
purchases,word,3,8,11,51,41,5.882352941176471,19.51219512195122,-13.629842180774748
record highs,phrase,3,8,11,51,41,5.882352941176471,19.51219512195122,-13.629842180774748
the letter,phrase,3,8,11,51,41,5.882352941176471,19.51219512195122,-13.629842180774748
time,word,39,37,76,51,41,76.47058823529412,90.2439024390244,-13.77331420373028
insights,word,29,29,58,51,41,56.86274509803921,70.73170731707317,-13.868962219033953
making,word,29,29,58,51,41,56.86274509803921,70.73170731707317,-13.868962219033953
innovation,word,19,21,40,51,41,37.254901960784316,51.21951219512195,-13.964610234337638
donald trump,phrase,14,17,31,51,41,27.45098039215686,41.46341463414634,-14.012434241989475
etfs,word,14,17,31,51,41,27.45098039215686,41.46341463414634,-14.012434241989475
to discuss,phrase,14,17,31,51,41,27.45098039215686,41.46341463414634,-14.012434241989475
build ai,phrase,9,13,22,51,41,17.647058823529413,31.70731707317073,-14.060258249641318
future of,phrase,9,13,22,51,41,17.647058823529413,31.70731707317073,-14.060258249641318
lab,word,9,13,22,51,41,17.647058823529413,31.70731707317073,-14.060258249641318
policy,word,9,13,22,51,41,17.647058823529413,31.70731707317073,-14.060258249641318
see why,phrase,9,13,22,51,41,17.647058823529413,31.70731707317073,-14.060258249641318
third quarter,phrase,9,13,22,51,41,17.647058823529413,31.70731707317073,-14.060258249641318
world's largest,phrase,9,13,22,51,41,17.647058823529413,31.70731707317073,-14.060258249641318
betting on,phrase,4,9,13,51,41,7.8431372549019605,21.951219512195124,-14.10808225729316
competitor,word,4,9,13,51,41,7.8431372549019605,21.951219512195124,-14.10808225729316
economic data,phrase,4,9,13,51,41,7.8431372549019605,21.951219512195124,-14.10808225729316
facebook,word,4,9,13,51,41,7.8431372549019605,21.951219512195124,-14.10808225729316
futures rise,phrase,4,9,13,51,41,7.8431372549019605,21.951219512195124,-14.10808225729316
historic,word,4,9,13,51,41,7.8431372549019605,21.951219512195124,-14.10808225729316
journal,word,4,9,13,51,41,7.8431372549019605,21.951219512195124,-14.10808225729316
quite,word,4,9,13,51,41,7.8431372549019605,21.951219512195124,-14.10808225729316
stock trades,phrase,4,9,13,51,41,7.8431372549019605,21.951219512195124,-14.10808225729316
boost,word,30,30,60,51,41,58.8235294117647,73.17073170731707,-14.347202295552364
end,word,30,30,60,51,41,58.8235294117647,73.17073170731707,-14.347202295552364
big tech,phrase,25,26,51,51,41,49.01960784313726,63.41463414634146,-14.395026303204212
monday,word,25,26,51,51,41,49.01960784313726,63.41463414634146,-14.395026303204212
cash,word,15,18,33,51,41,29.41176470588235,43.90243902439025,-14.49067431850789
chipmaker's,word,15,18,33,51,41,29.41176470588235,43.90243902439025,-14.49067431850789
cloud infrastructure,phrase,15,18,33,51,41,29.41176470588235,43.90243902439025,-14.49067431850789
computer,word,15,18,33,51,41,29.41176470588235,43.90243902439025,-14.49067431850789
fueled,word,15,18,33,51,41,29.41176470588235,43.90243902439025,-14.49067431850789
said the,phrase,15,18,33,51,41,29.41176470588235,43.90243902439025,-14.49067431850789
stocks in,phrase,15,18,33,51,41,29.41176470588235,43.90243902439025,-14.49067431850789
find,word,10,14,24,51,41,19.607843137254903,34.146341463414636,-14.538498326159734
increasingly,word,10,14,24,51,41,19.607843137254903,34.146341463414636,-14.538498326159734
semiconductor manufacturing,phrase,10,14,24,51,41,19.607843137254903,34.146341463414636,-14.538498326159734
trends,word,10,14,24,51,41,19.607843137254903,34.146341463414636,-14.538498326159734
tsm,word,10,14,24,51,41,19.607843137254903,34.146341463414636,-14.538498326159734
valuations,word,10,14,24,51,41,19.607843137254903,34.146341463414636,-14.538498326159734
ai partnerships,phrase,5,10,15,51,41,9.803921568627452,24.390243902439025,-14.586322333811575
delayed,word,5,10,15,51,41,9.803921568627452,24.390243902439025,-14.586322333811575
full year,phrase,5,10,15,51,41,9.803921568627452,24.390243902439025,-14.586322333811575
larger,word,5,10,15,51,41,9.803921568627452,24.390243902439025,-14.586322333811575
processing unit,phrase,5,10,15,51,41,9.803921568627452,24.390243902439025,-14.586322333811575
trillion market,phrase,5,10,15,51,41,9.803921568627452,24.390243902439025,-14.586322333811575
boom with,phrase,0,6,6,51,41,0.0,14.634146341463415,-14.634146341463413
class action,phrase,0,6,6,51,41,0.0,14.634146341463415,-14.634146341463413
described the,phrase,0,6,6,51,41,0.0,14.634146341463415,-14.634146341463413
microsoft in,phrase,0,6,6,51,41,0.0,14.634146341463415,-14.634146341463413
powers the,phrase,0,6,6,51,41,0.0,14.634146341463415,-14.634146341463413
purchase of,phrase,0,6,6,51,41,0.0,14.634146341463415,-14.634146341463413
resilience,word,0,6,6,51,41,0.0,14.634146341463415,-14.634146341463413
spotlighting,word,0,6,6,51,41,0.0,14.634146341463415,-14.634146341463413
starts,word,0,6,6,51,41,0.0,14.634146341463415,-14.634146341463413
the sidelines,phrase,0,6,6,51,41,0.0,14.634146341463415,-14.634146341463413
unveiled its,phrase,0,6,6,51,41,0.0,14.634146341463415,-14.634146341463413
for nvidia,phrase,36,35,71,51,41,70.58823529411765,85.36585365853658,-14.777618364418931
moves,word,26,27,53,51,41,50.98039215686274,65.85365853658537,-14.873266379722628
look at,phrase,21,23,44,51,41,41.1764705882353,56.09756097560975,-14.92109038737447
ai growth,phrase,16,19,35,51,41,31.372549019607842,46.34146341463415,-14.968914395026307
grow,word,16,19,35,51,41,31.372549019607842,46.34146341463415,-14.968914395026307
reiterated,word,11,15,26,51,41,21.568627450980394,36.58536585365854,-15.016738402678143
deal and,phrase,6,11,17,51,41,11.764705882352942,26.829268292682926,-15.064562410329987
engineering,word,6,11,17,51,41,11.764705882352942,26.829268292682926,-15.064562410329987
loom,word,6,11,17,51,41,11.764705882352942,26.829268292682926,-15.064562410329987
more morning,phrase,6,11,17,51,41,11.764705882352942,26.829268292682926,-15.064562410329987
morning brief,phrase,6,11,17,51,41,11.764705882352942,26.829268292682926,-15.064562410329987
nvidia partnership,phrase,6,11,17,51,41,11.764705882352942,26.829268292682926,-15.064562410329987
pro,word,6,11,17,51,41,11.764705882352942,26.829268292682926,-15.064562410329987
trying,word,6,11,17,51,41,11.764705882352942,26.829268292682926,-15.064562410329987
wedbush,word,6,11,17,51,41,11.764705882352942,26.829268292682926,-15.064562410329987
with strong,phrase,6,11,17,51,41,11.764705882352942,26.829268292682926,-15.064562410329987
at ces,phrase,1,7,8,51,41,1.9607843137254901,17.073170731707318,-15.112386417981828
autonomous vehicle,phrase,1,7,8,51,41,1.9607843137254901,17.073170731707318,-15.112386417981828
expectations for,phrase,1,7,8,51,41,1.9607843137254901,17.073170731707318,-15.112386417981828
first ai,phrase,1,7,8,51,41,1.9607843137254901,17.073170731707318,-15.112386417981828
in annual,phrase,1,7,8,51,41,1.9607843137254901,17.073170731707318,-15.112386417981828
in buy,phrase,1,7,8,51,41,1.9607843137254901,17.073170731707318,-15.112386417981828
led to,phrase,1,7,8,51,41,1.9607843137254901,17.073170731707318,-15.112386417981828
perplexity,word,1,7,8,51,41,1.9607843137254901,17.073170731707318,-15.112386417981828
reasonable,word,1,7,8,51,41,1.9607843137254901,17.073170731707318,-15.112386417981828
stories on,phrase,1,7,8,51,41,1.9607843137254901,17.073170731707318,-15.112386417981828
your day,phrase,1,7,8,51,41,1.9607843137254901,17.073170731707318,-15.112386417981828
and high,phrase,12,16,28,51,41,23.529411764705884,39.02439024390244,-15.494978479196558
chip demand,phrase,12,16,28,51,41,23.529411764705884,39.02439024390244,-15.494978479196558
confidence,word,12,16,28,51,41,23.529411764705884,39.02439024390244,-15.494978479196558
sits,word,12,16,28,51,41,23.529411764705884,39.02439024390244,-15.494978479196558
speed,word,12,16,28,51,41,23.529411764705884,39.02439024390244,-15.494978479196558
breaks,word,7,12,19,51,41,13.72549019607843,29.26829268292683,-15.542802486848394
confidence in,phrase,7,12,19,51,41,13.72549019607843,29.26829268292683,-15.542802486848394
custom chips,phrase,7,12,19,51,41,13.72549019607843,29.26829268292683,-15.542802486848394
domestic,word,7,12,19,51,41,13.72549019607843,29.26829268292683,-15.542802486848394
quickly,word,7,12,19,51,41,13.72549019607843,29.26829268292683,-15.542802486848394
reported that,phrase,7,12,19,51,41,13.72549019607843,29.26829268292683,-15.542802486848394
testing,word,7,12,19,51,41,13.72549019607843,29.26829268292683,-15.542802486848394
described,word,2,8,10,51,41,3.9215686274509802,19.51219512195122,-15.59062649450024
for china,phrase,2,8,10,51,41,3.9215686274509802,19.51219512195122,-15.59062649450024
indices,word,2,8,10,51,41,3.9215686274509802,19.51219512195122,-15.59062649450024
lofty,word,2,8,10,51,41,3.9215686274509802,19.51219512195122,-15.59062649450024
release of,phrase,2,8,10,51,41,3.9215686274509802,19.51219512195122,-15.59062649450024
set for,phrase,2,8,10,51,41,3.9215686274509802,19.51219512195122,-15.59062649450024
tries,word,2,8,10,51,41,3.9215686274509802,19.51219512195122,-15.59062649450024
tries to,phrase,2,8,10,51,41,3.9215686274509802,19.51219512195122,-15.59062649450024
and nvidia,phrase,43,41,84,51,41,84.31372549019608,100.0,-15.686274509803921
biggest,word,33,33,66,51,41,64.70588235294117,80.48780487804878,-15.781922525107605
and data,phrase,18,21,39,51,41,35.294117647058826,51.21951219512195,-15.925394548063126
discuss,word,18,21,39,51,41,35.294117647058826,51.21951219512195,-15.925394548063126
and openai,phrase,13,17,30,51,41,25.49019607843137,41.46341463414634,-15.973218555714968
expect,word,13,17,30,51,41,25.49019607843137,41.46341463414634,-15.973218555714968
nvidia's nvda,phrase,13,17,30,51,41,25.49019607843137,41.46341463414634,-15.973218555714968
prospects,word,13,17,30,51,41,25.49019607843137,41.46341463414634,-15.973218555714968
strong buy,phrase,13,17,30,51,41,25.49019607843137,41.46341463414634,-15.973218555714968
strong earnings,phrase,8,13,21,51,41,15.686274509803921,31.70731707317073,-16.021042563366812
broadcom nvidia,phrase,3,9,12,51,41,5.882352941176471,21.951219512195124,-16.068866571018653
green,word,3,9,12,51,41,5.882352941176471,21.951219512195124,-16.068866571018653
house ai,phrase,3,9,12,51,41,5.882352941176471,21.951219512195124,-16.068866571018653
its market,phrase,3,9,12,51,41,5.882352941176471,21.951219512195124,-16.068866571018653
nvidia by,phrase,3,9,12,51,41,5.882352941176471,21.951219512195124,-16.068866571018653
time highs,phrase,3,9,12,51,41,5.882352941176471,21.951219512195124,-16.068866571018653
xai,word,3,9,12,51,41,5.882352941176471,21.951219512195124,-16.068866571018653
called,word,19,22,41,51,41,37.254901960784316,53.65853658536585,-16.403634624581542
plan,word,19,22,41,51,41,37.254901960784316,53.65853658536585,-16.403634624581542
the global,phrase,19,22,41,51,41,37.254901960784316,53.65853658536585,-16.403634624581542
jones futures,phrase,14,18,32,51,41,27.45098039215686,43.90243902439025,-16.45145863223338
released,word,14,18,32,51,41,27.45098039215686,43.90243902439025,-16.45145863223338
announced that,phrase,9,14,23,51,41,17.647058823529413,34.146341463414636,-16.499282639885223
boosts,word,9,14,23,51,41,17.647058823529413,34.146341463414636,-16.499282639885223
cisco,word,9,14,23,51,41,17.647058823529413,34.146341463414636,-16.499282639885223
concerns about,phrase,9,14,23,51,41,17.647058823529413,34.146341463414636,-16.499282639885223
hyman,word,9,14,23,51,41,17.647058823529413,34.146341463414636,-16.499282639885223
julie,word,9,14,23,51,41,17.647058823529413,34.146341463414636,-16.499282639885223
julie hyman,phrase,9,14,23,51,41,17.647058823529413,34.146341463414636,-16.499282639885223
spending on,phrase,9,14,23,51,41,17.647058823529413,34.146341463414636,-16.499282639885223
wave of,phrase,9,14,23,51,41,17.647058823529413,34.146341463414636,-16.499282639885223
at nvda,phrase,4,10,14,51,41,7.8431372549019605,24.390243902439025,-16.547106647537063
european,word,4,10,14,51,41,7.8431372549019605,24.390243902439025,-16.547106647537063
grew,word,4,10,14,51,41,7.8431372549019605,24.390243902439025,-16.547106647537063
healthcare,word,4,10,14,51,41,7.8431372549019605,24.390243902439025,-16.547106647537063
licenses,word,4,10,14,51,41,7.8431372549019605,24.390243902439025,-16.547106647537063
nvidia's jensen,phrase,4,10,14,51,41,7.8431372549019605,24.390243902439025,-16.547106647537063
over year,phrase,4,10,14,51,41,7.8431372549019605,24.390243902439025,-16.547106647537063
spending and,phrase,4,10,14,51,41,7.8431372549019605,24.390243902439025,-16.547106647537063
to benefit,phrase,4,10,14,51,41,7.8431372549019605,24.390243902439025,-16.547106647537063
white,word,4,10,14,51,41,7.8431372549019605,24.390243902439025,-16.547106647537063
year over,phrase,4,10,14,51,41,7.8431372549019605,24.390243902439025,-16.547106647537063
nvidia amd,phrase,20,23,43,51,41,39.21568627450981,56.09756097560975,-16.881874701099957
host,word,15,19,34,51,41,29.41176470588235,46.34146341463415,-16.929698708751793
center of,phrase,10,15,25,51,41,19.607843137254903,36.58536585365854,-16.977522716403634
in early,phrase,10,15,25,51,41,19.607843137254903,36.58536585365854,-16.977522716403634
income,word,10,15,25,51,41,19.607843137254903,36.58536585365854,-16.977522716403634
invest in,phrase,10,15,25,51,41,19.607843137254903,36.58536585365854,-16.977522716403634
ongoing,word,10,15,25,51,41,19.607843137254903,36.58536585365854,-16.977522716403634
plays,word,10,15,25,51,41,19.607843137254903,36.58536585365854,-16.977522716403634
